sample_filename,raw_sha,converted_sha
202404191203_HC_dbgi_002880_01_01.mzML,bee6fa7e10e66fa4453aba4424ed6bdc5822b789,272630a47bebc081756672951dfe7f1b24b215b0
202405081555_EB_dbgi_003004_01_01.mzML,a9715de2afb1ff3433cea86452977ef98917c16f,ef5436932fc61dd97ce05694b5cc4d58b07f8ca1
202405241509_EB_dbgi_002730_01_01.mzML,39ad6daaab0eba5a9a0e87e2bcf73f2c1e25c3cc,a19e6f3e88fa806e598fc4c6556e12b00adf9c60
20240405_EB_dbgi_001933_01_01_100mm_C18_15min_DDA_ELON_pos.mzML,1e488e6ba8f755e470adad48a0b97924a1144e02,d1ebc407a4983f10ea1b712d377780fa214e1d27
202405081555_EB_dbgi_002453_01_01.mzML,39851ac8eb2948160d179ab45343175ac2513696,cd7896bd903d012fc81607a16d53b936f70bd69c
202404191203_HC_dbgi_003202_01_01.mzML,8ce6f577b1bc7ceec1b2ce672b3fd34dc047c1f8,afa7d22f7041eb20927fdad7d4df0b4adbffcf33
202405081555_EB_dbgi_001919_01_01.mzML,58bd3d49b518e9bef145532d109a0824e3d2bd54,ff002dc3cff045e31ed1bdc2f9f5fd9b00307f71
20240405_EB_dbgi_002754_01_01_100mm_C18_15min_DDA_ELON_pos.mzML,40015f40f98702c075d1de06db5f303b06437a22,46f45b2b3fb17d41b354998c4cc918257fcc8b7a
202405081555_EB_dbgi_002458_01_01.mzML,8fc16363b9e610f13ae85481876dd507f0aaec48,66e31938c2647c9babbea78f63caa73358999e9d
202404241651_EB_dbgi_003169_01_02.mzML,3be0791f236194d629e9ec56760775e67429ab82,345f679513ded10ad3d272a1fe45435fe8426214
202405241509_EB_dbgi_002471_01_01.mzML,32454773dbc36090da4b17e144be9423bd886971,2bcb41d8fcad6cfcbcae90e93edbdbd80e8d457e
20240405_EB_dbgi_002740_01_01_100mm_C18_15min_DDA_ELON_pos.mzML,e9cdcab39b8c121a73b6de03d1761fe1901c4962,0aaf5affa3acd90e523889e327ec4301614280ec
20240307_EB_dbgi_002493_01_01.mzML,163c5351fbb1c28f0009ccd4aa6dec7ab548463a,a5c2da263cb7bde41b60eb5a9589dc4c32c4327b
202404191203_HC_dbgi_002886_01_01.mzML,a8ff38df6afc86bdce1128d111659f045623b346,bd8091e0856662d5ace67f5a490321a21e90b90d
202405081555_EB_dbgi_001759_01_01.mzML,319e51f601c2ba120cb09861c6b43fdf69a23682,f304b52c785b35ef3f6a8aea31812bd8de2b110f
20240307_EB_dbgi_002728_01_01.mzML,d8aaf6c91f9534ea69e93bd8327a1406adac40ef,2275b8769a6984cd4ef0474269302c55dfb930d9
202404191203_HC_dbgi_002776_01_01.mzML,d19c91101dd893c0542783e7e5af5ef5fb6cc4e4,de7d610d5296992cfa76b8667366689cec398d6c
202405081555_EB_dbgi_003019_01_01.mzML,6dd566cf8c32c853fe4c563a50d37127b544b349,e5e7d2d7a1093a21151ed29b80fa7b4036869e17
20240405_EB_dbgi_003002_01_01_100mm_C18_15min_DDA_ELON_pos.mzML,d710634085a84c917fba70d7296b2f48319a874e,b9028de8398fffab85af2003706b5cf7ae9d1bea
202404191203_HC_dbgi_003114_01_01.mzML,335ac580c6bf2aaf976fcc49dffe6ab853db5776,e8b692464a00a7d5282b8bec2b30f681eada61b8
20240307_EB_dbgi_001804_01_01.mzML,479ab279336da74aa7a2176bb99b13dd9214b5b9,40a8ff8a9148ade3ab69a77d49d42dc9202add46
20240405_EB_dbgi_002508_01_01_100mm_C18_15min_DDA_ELON_pos.mzML,5ffa7cfc437cef1d9f298abcade50a2283060fa8,c64e7265ea495c7c47e12daf0c390cd73f938cea
20240405_EB_dbgi_002651_01_01_100mm_C18_15min_DDA_ELON_pos.mzML,29ac0e8208935d56c24a2388cc186b38d0beac37,6b0915134c07f33965e723b9c5006516562cb614
20240307_EB_dbgi_002521_01_01.mzML,5dc0f6b6c8efef829b1590ba802a7f0a9d4ec8e7,8a1465a10cd077b50e19f6945a1a1361fc7abd55
20240307_EB_dbgi_002665_01_01.mzML,a47a49aefe0055a6fae409be4e7ec73efa38e105,4007b0e92b8fd2fd365f809ddff43dccf8c3c548
202405081555_EB_dbgi_002594_01_01.mzML,f12812b7d1a756b8478c5462516ee8ec0c48d0b9,9dee81f0086af65d98df1fb013ab702420dbc053
202405081555_EB_dbgi_002934_01_01.mzML,37421b504bfeed9fd889ccb8c3e2ce56dc1328f2,004cee38796f3cfb643e7cfae5fb4e2088835efc
20240405_EB_dbgi_002476_01_01_100mm_C18_15min_DDA_ELON_pos.mzML,7c4442f2ddcd9bd5bf19f00eb751b81e24ff7bd2,7da2428c3739c925ebb69235e0618ec0de23342d
202404191203_HC_dbgi_002848_01_01.mzML,183c7c7ef0c79bd9ef66ca44334de26d8df5649c,755d23beaef82067b618a536330212d66c57aeca
20240405_EB_dbgi_001812_01_01_100mm_C18_15min_DDA_ELON_pos.mzML,d1dda3150aa8346f4b35be30dd490e24242b16c6,896bdc46ad97681efe87049b0a68613ae27722fd
20240405_EB_dbgi_002552_01_01_100mm_C18_15min_DDA_ELON_pos.mzML,f6ee454169a017c374f65a7a98025e80b99fc8c4,ba2748783b7e3899ffb028fd2192f8b248be4b78
202405081555_EB_dbgi_batch_blk_000002_01.mzML,a66c5944861e2627066fc1899fe99d78f9871cff,0ad27d311465932aa2de93a63ae944451aa72ee1
202404191203_HC_dbgi_003134_01_01.mzML,3a1719f350a95dcd97b95eadc78e8c3da467f91c,9e35fb0e605293065e28ad19eb52ff3b8ddd86d2
20240405_EB_dbgi_002395_01_01_100mm_C18_15min_DDA_ELON_pos.mzML,134578cfe7f7182c2bd8c43f7a0bcb1d903b582e,0e7a90b042ad3a4260369d11333d1329839b29b8
202404191203_HC_dbgi_003115_01_01.mzML,0ff4b99a4a8a33c6f78277c08ed6f0823cd4e873,7be1d35074221b937a645327f6ca626795c92019
20240405_EB_dbgi_002779_01_01_100mm_C18_15min_DDA_ELON_pos.mzML,98d56f1634edd6b45db811815b60bc0f8a80375e,41dcd95915573b7087baf16acf6fb5fead76e81a
20240307_EB_dbgi_002636_01_01.mzML,97046f4aa00be6acafff33098afc5feb2c0ce729,d18d0fa468002fead544ad761f67317cccad3f49
