is_approximate_match,is_synonym,matched_name,nomenclature_code,score,search_string,taxon.flags,taxon.is_suppressed,taxon.is_suppressed_from_synth,taxon.name,taxon.ott_id,taxon.rank,taxon.source,taxon.synonyms,taxon.tax_sources,taxon.unique_name
False,False,Ananas comosus,ICN,1.0,ananas comosus,[],False,False,Ananas comosus,627039,species,ott3.6draft1,"['Ananas ananas', 'Ananas argentata', 'Ananas aurata', 'Ananas bracteatus paraguayensis', 'Ananas coccineus', 'Ananas comosus var. comosus', 'Ananas glaber', 'Ananas lucidus', 'Ananas maxima', 'Ananas mordilona', 'Ananas ovatus', 'Ananas penangensis', 'Ananas proliferus', 'Ananas pyramidalis', 'Ananas sativus lucidus', 'Ananas serotinus', 'Ananas viridis', 'Ananassa mordilona', 'Bromelia ananas', 'Bromelia ananas inermis', 'Bromelia communis', 'Bromelia comosa', 'Bromelia edulis', 'Bromelia glabra', 'Bromelia inermis', 'Bromelia rubra', 'Bromelia subspinosa', 'Bromelia viridis']","['ncbi:4615', 'gbif:5288776', 'gbif:5288819', 'irmng:10207532']",Ananas comosus
False,False,Anaphalis margaritacea,ICN,1.0,anaphalis margaritacea,[],False,False,Anaphalis margaritacea,592636,species,ott3.6draft1,"['Anaphalis angustifolia', 'Anaphalis cinnamomea cinnamomea', 'Anaphalis cinnamonea', 'Anaphalis lanata', 'Anaphalis margaritacea margaritacea', 'Anaphalis occidentalis', 'Antennaria cinnamomea cinnamomea', 'Antennaria cinnamonea', 'Antennaria margaritacea margaritacea', 'Antennaria plantaginea', 'Gnaphalium margaritaceum', 'Gnaphalium margaritaceum margaritacea']","['ncbi:49045', 'gbif:4926336', 'irmng:10209165']",Anaphalis margaritacea
False,False,Anchusa officinalis,ICN,1.0,anchusa officinalis,['sibling_higher'],False,False,Anchusa officinalis,360049,species,ott3.6draft1,"['Anchusa pinguis', 'Anchusa procera']","['ncbi:89630', 'gbif:5341201', 'irmng:10976862']",Anchusa officinalis
False,False,Anethum graveolens,ICN,1.0,anethum graveolens,['sibling_higher'],False,False,Anethum graveolens,378039,species,ott3.6draft1,"['Anethum arvense', 'Anethum benevolens', 'Anethum involucratum', 'Anethum sowa', 'Angelica graveolens', 'Carum graveolens', 'Cynomarathrum alpinum', 'Ferula graveolens', 'Heracleum graveolens', 'Lomatium graveolens', 'Lomatium graveolens alpinum', 'Lomatium graveolens clarkii', 'Lomatium graveolens graveolens', 'Lomatium kingii', 'Lomatium kingii alpinum', 'Lomatium nuttallii alpinum', 'Musenium tenuifolium', 'Pastanica graveolens', 'Pastinaca anethum', 'Pastinaca graveolens', 'Peucedanum anethum', 'Peucedanum graveolens', 'Peucedanum graveolens alpinum', 'Peucedanum kingii', 'Peucedanum kingii alpinum', 'Peucedanum sowa', 'Selinum anethum', 'Selinum graveolens', 'Sium apium', 'Sium graveolens']","['ncbi:40922', 'gbif:3034646', 'irmng:11163562']",Anethum graveolens
False,True,Angiospermae,ICN,1.0,angiospermae,['sibling_higher'],False,False,Magnoliopsida,99252,class,ott3.6draft1,"['Angiospermae', 'Magnoliophyta']","['ncbi:3398', 'worms:182757', 'gbif:220', 'irmng:1102']",Magnoliopsida
False,False,Anthemideae,ICN,1.0,anthemideae,[],False,False,Anthemideae,557765,tribe,ott3.6draft1,[],['ncbi:102810'],Anthemideae
False,False,Anthurium,ICN,1.0,anthurium,[],False,False,Anthurium,1049799,genus,ott3.6draft1,['Podospadix'],"['ncbi:78377', 'gbif:2872218', 'irmng:1277898']",Anthurium
False,False,Anthurium andraeanum,ICN,1.0,anthurium andraeanum,[],False,False,Anthurium andraeanum,319626,species,ott3.6draft1,"['Anthurium andraeanum album', 'Anthurium andraeanum amoenum', 'Anthurium andraeanum atrosanguineum', 'Anthurium andraeanum delicatissimum', 'Anthurium andraeanum divergens', 'Anthurium andraeanum louisae', 'Anthurium andraeanum roseum', 'Anthurium andraeanum salmoneus', 'Anthurium andraeanum sanguineum', 'Anthurium venustum']","['ncbi:226677', 'gbif:2872695', 'irmng:11371121']",Anthurium andraeanum
False,False,Anthurium bakeri,ICN,1.0,anthurium bakeri,[],False,False,Anthurium bakeri,592748,species,ott3.6draft1,"['Anthurium angelorum', 'Anthurium turrialbense']","['ncbi:1123438', 'gbif:4933146', 'irmng:10941668']",Anthurium bakeri
False,False,Anthurium gracile,ICN,1.0,anthurium gracile,[],False,False,Anthurium gracile,4000082,species,ott3.6draft1,"['Anthurium acuminatum', 'Anthurium belangeri', 'Anthurium gracile belangeri', 'Anthurium gracile poiteanum', 'Anthurium inconditum', 'Anthurium longipes', 'Anthurium macilentum', 'Anthurium poiteanum', 'Anthurium poiteauanum', 'Anthurium rudgeanum', 'Anthurium scolopendrinum', 'Anthurium scolopendrinum belangeri', 'Anthurium scolopendrinum contractum', 'Anthurium scolopendrinum poiteanum', 'Pothos gracilis', 'Pothos scolopendrinus', 'Pothos scolopendrioides']","['ncbi:1366155', 'gbif:2872811', 'irmng:10238505']",Anthurium gracile
False,False,Anthurium parasiticum,ICN,1.0,anthurium parasiticum,[],False,False,Anthurium parasiticum,3999537,species,ott3.6draft1,"['Anthurium alienigenum', 'Anthurium insculptum', 'Anthurium miquelianum', 'Anthurium oblongatum', 'Anthurium olfersianum', 'Anthurium olfersianum aliengenum', 'Anthurium olfersianum kunthianum', 'Anthurium olfersianum vellozianum', 'Anthurium saxosum', 'Anthurium vellozianum', 'Pothos parasiticus']","['ncbi:1366181', 'gbif:2872660', 'irmng:11107389', 'irmng:10600311', 'irmng:11211881', 'irmng:10856908']",Anthurium parasiticum
False,False,Anthurium scandens,ICN,1.0,anthurium scandens,[],False,False,Anthurium scandens,328643,species,ott3.6draft1,"['Anthurium brachyspathum', 'Anthurium dolosum', 'Anthurium leucocarpum', 'Anthurium micranthum', 'Anthurium rigidulum', 'Anthurium violaceum', 'Anthurium virgosum', 'Dracontium repens', 'Dracontium scandens', 'Pothos leucocarpus', 'Pothos violaceus']","['ncbi:1123441', 'gbif:2873423', 'irmng:10461533']",Anthurium scandens
False,False,Anthurium scherzerianum,ICN,1.0,anthurium scherzerianum,[],False,False,Anthurium scherzerianum,1049814,species,ott3.6draft1,"['Anthurium rothschildianum', 'Anthurium scherzerianum albopunctatum', 'Anthurium scherzerianum albostriatum', 'Anthurium scherzerianum album', 'Anthurium scherzerianum atrosanguineum', 'Anthurium scherzerianum aurorae', 'Anthurium scherzerianum bruxellensis', 'Anthurium scherzerianum carnotianum', 'Anthurium scherzerianum devansayanum', 'Anthurium scherzerianum dixonii', 'Anthurium scherzerianum eburneum', 'Anthurium scherzerianum foliatum', 'Anthurium scherzerianum gallicum', 'Anthurium scherzerianum gandavense', 'Anthurium scherzerianum giganteum', 'Anthurium scherzerianum grandiflorum', 'Anthurium scherzerianum magnificum', 'Anthurium scherzerianum maximum', 'Anthurium scherzerianum minutipunctatum', 'Anthurium scherzerianum peetersianum', 'Anthurium scherzerianum purpureum', 'Anthurium scherzerianum rodigasianum', 'Anthurium scherzerianum roseum', 'Anthurium scherzerianum rothschildianum', 'Anthurium scherzerianum rotundispathaceum', 'Anthurium scherzerianum sanguineum', 'Anthurium scherzerianum stipitatum', 'Anthurium scherzerianum vallerandiae', 'Anthurium scherzerianum viridescens', 'Anthurium scherzerianum viridimaculata', 'Anthurium scherzerianum wardii', 'Anthurium scherzerianum williamsii', 'Anthurium williamsii']","['ncbi:78378', 'gbif:2873525', 'irmng:10789096']",Anthurium scherzerianum
