filename	sample_id	sample_type
20240405_EB_dbgi_002969_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_002969_01_01	sample
20240405_EB_dbgi_002970_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_002970_01_01	sample
20240405_EB_dbgi_002973_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_002973_01_01	sample
20240405_EB_dbgi_002980_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_002980_01_01	sample
20240405_EB_dbgi_002984_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_002984_01_01	sample
20240405_EB_dbgi_002989_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_002989_01_01	sample
20240405_EB_dbgi_002991_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_002991_01_01	sample
20240405_EB_dbgi_002996_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_002996_01_01	sample
20240405_EB_dbgi_003001_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003001_01_01	sample
20240405_EB_dbgi_003002_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003002_01_01	sample
20240405_EB_dbgi_003006_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003006_01_01	sample
20240405_EB_dbgi_003017_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003017_01_01	sample
20240405_EB_dbgi_003024_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003024_01_01	sample
20240405_EB_dbgi_003027_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003027_01_01	sample
20240405_EB_dbgi_003033_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003033_01_01	sample
20240405_EB_dbgi_003034_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003034_01_01	sample
20240405_EB_dbgi_003037_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003037_01_01	sample
20240405_EB_dbgi_003041_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003041_01_01	sample
20240405_EB_dbgi_003047_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003047_01_01	sample
20240405_EB_dbgi_003048_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003048_01_01	sample
20240405_EB_dbgi_003053_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003053_01_01	sample
20240405_EB_dbgi_003057_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003057_01_01	sample
20240405_EB_dbgi_003064_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003064_01_01	sample
20240405_EB_dbgi_003070_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003070_01_01	sample
20240405_EB_dbgi_003073_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003073_01_01	sample
20240405_EB_dbgi_003084_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003084_01_01	sample
20240405_EB_dbgi_003092_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003092_01_01	sample
20240405_EB_dbgi_003095_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003095_01_01	sample
20240405_EB_dbgi_003120_01_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_003120_01_01	sample
20240405_EB_dbgi_batch_blk_000006_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_batch_blk_000006_01	blank
20240405_EB_dbgi_batch_blk_000007_01_100mm_C18_15min_DDA_ELON_pos.mzML	dbgi_batch_blk_000007_01	blank
202404191203_HC_dbgi_001794_01_01.mzML	dbgi_001794_01_01	sample
202404191203_HC_dbgi_001888_01_01.mzML	dbgi_001888_01_01	sample
202404191203_HC_dbgi_002318_01_01.mzML	dbgi_002318_01_01	sample
202404191203_HC_dbgi_002342_01_01.mzML	dbgi_002342_01_01	sample
202404191203_HC_dbgi_002413_01_01.mzML	dbgi_002413_01_01	sample
202404191203_HC_dbgi_002421_01_01.mzML	dbgi_002421_01_01	sample
202404191203_HC_dbgi_002444_01_01.mzML	dbgi_002444_01_01	sample
202404191203_HC_dbgi_002484_01_01.mzML	dbgi_002484_01_01	sample
202404191203_HC_dbgi_002491_01_01.mzML	dbgi_002491_01_01	sample
202404191203_HC_dbgi_002589_01_01.mzML	dbgi_002589_01_01	sample
202404191203_HC_dbgi_002675_01_01.mzML	dbgi_002675_01_01	sample
202404191203_HC_dbgi_002749_02_01.mzML	dbgi_002749_02_01	sample
202404191203_HC_dbgi_002750_01_01.mzML	dbgi_002750_01_01	sample
202404191203_HC_dbgi_002751_01_01.mzML	dbgi_002751_01_01	sample
202404191203_HC_dbgi_002755_01_01.mzML	dbgi_002755_01_01	sample
202404191203_HC_dbgi_002756_01_01.mzML	dbgi_002756_01_01	sample
202404191203_HC_dbgi_002757_01_01.mzML	dbgi_002757_01_01	sample
202404191203_HC_dbgi_002760_01_01.mzML	dbgi_002760_01_01	sample
202404191203_HC_dbgi_002761_01_01.mzML	dbgi_002761_01_01	sample
202404191203_HC_dbgi_002764_01_01.mzML	dbgi_002764_01_01	sample
202404191203_HC_dbgi_002766_01_01.mzML	dbgi_002766_01_01	sample
202404191203_HC_dbgi_002767_01_01.mzML	dbgi_002767_01_01	sample
202404191203_HC_dbgi_002768_01_01.mzML	dbgi_002768_01_01	sample
202404191203_HC_dbgi_002770_01_01.mzML	dbgi_002770_01_01	sample
202404191203_HC_dbgi_002772_01_01.mzML	dbgi_002772_01_01	sample
202404191203_HC_dbgi_002773_01_01.mzML	dbgi_002773_01_01	sample
202404191203_HC_dbgi_002774_01_01.mzML	dbgi_002774_01_01	sample
202404191203_HC_dbgi_002775_01_01.mzML	dbgi_002775_01_01	sample
202404191203_HC_dbgi_002776_01_01.mzML	dbgi_002776_01_01	sample
202404191203_HC_dbgi_002777_01_01.mzML	dbgi_002777_01_01	sample
202404191203_HC_dbgi_002782_01_01.mzML	dbgi_002782_01_01	sample
202404191203_HC_dbgi_002784_01_01.mzML	dbgi_002784_01_01	sample
202404191203_HC_dbgi_002788_01_01.mzML	dbgi_002788_01_01	sample
202404191203_HC_dbgi_002790_01_01.mzML	dbgi_002790_01_01	sample
202404191203_HC_dbgi_002791_01_01.mzML	dbgi_002791_01_01	sample
202404191203_HC_dbgi_002794_01_01.mzML	dbgi_002794_01_01	sample
202404191203_HC_dbgi_002795_01_01.mzML	dbgi_002795_01_01	sample
202404191203_HC_dbgi_002796_01_01.mzML	dbgi_002796_01_01	sample
202404191203_HC_dbgi_002797_01_01.mzML	dbgi_002797_01_01	sample
202404191203_HC_dbgi_002801_01_01.mzML	dbgi_002801_01_01	sample
202404191203_HC_dbgi_002802_01_01.mzML	dbgi_002802_01_01	sample
202404191203_HC_dbgi_002804_01_01.mzML	dbgi_002804_01_01	sample
202404191203_HC_dbgi_002805_01_01.mzML	dbgi_002805_01_01	sample
202404191203_HC_dbgi_002806_01_01.mzML	dbgi_002806_01_01	sample
202404191203_HC_dbgi_002807_01_01.mzML	dbgi_002807_01_01	sample
202404191203_HC_dbgi_002808_01_01.mzML	dbgi_002808_01_01	sample
202404191203_HC_dbgi_002809_01_01.mzML	dbgi_002809_01_01	sample
202404191203_HC_dbgi_002810_01_01.mzML	dbgi_002810_01_01	sample
202404191203_HC_dbgi_002811_01_01.mzML	dbgi_002811_01_01	sample
202404191203_HC_dbgi_002814_01_01.mzML	dbgi_002814_01_01	sample
202404191203_HC_dbgi_002816_01_01.mzML	dbgi_002816_01_01	sample
202404191203_HC_dbgi_002821_01_01.mzML	dbgi_002821_01_01	sample
202404191203_HC_dbgi_002822_01_01.mzML	dbgi_002822_01_01	sample
202404191203_HC_dbgi_002827_01_01.mzML	dbgi_002827_01_01	sample
202404191203_HC_dbgi_002828_01_01.mzML	dbgi_002828_01_01	sample
202404191203_HC_dbgi_002829_01_01.mzML	dbgi_002829_01_01	sample
202404191203_HC_dbgi_002830_01_01.mzML	dbgi_002830_01_01	sample
202404191203_HC_dbgi_002839_01_01.mzML	dbgi_002839_01_01	sample
202404191203_HC_dbgi_002840_01_01.mzML	dbgi_002840_01_01	sample
202404191203_HC_dbgi_002842_01_01.mzML	dbgi_002842_01_01	sample
202404191203_HC_dbgi_002843_01_01.mzML	dbgi_002843_01_01	sample
202404191203_HC_dbgi_002845_01_01.mzML	dbgi_002845_01_01	sample
202404191203_HC_dbgi_002848_01_01.mzML	dbgi_002848_01_01	sample
202404191203_HC_dbgi_002849_01_01.mzML	dbgi_002849_01_01	sample
202404191203_HC_dbgi_002854_01_01.mzML	dbgi_002854_01_01	sample
202404191203_HC_dbgi_002859_01_01.mzML	dbgi_002859_01_01	sample
202404191203_HC_dbgi_002862_01_01.mzML	dbgi_002862_01_01	sample
202404191203_HC_dbgi_002864_01_01.mzML	dbgi_002864_01_01	sample
202404191203_HC_dbgi_002866_01_01.mzML	dbgi_002866_01_01	sample
202404191203_HC_dbgi_002867_01_01.mzML	dbgi_002867_01_01	sample
202404191203_HC_dbgi_002868_01_01.mzML	dbgi_002868_01_01	sample
202404191203_HC_dbgi_002869_01_01.mzML	dbgi_002869_01_01	sample
202404191203_HC_dbgi_002871_01_01.mzML	dbgi_002871_01_01	sample
202404191203_HC_dbgi_002874_01_01.mzML	dbgi_002874_01_01	sample
202404191203_HC_dbgi_002877_01_01.mzML	dbgi_002877_01_01	sample
202404191203_HC_dbgi_002878_01_01.mzML	dbgi_002878_01_01	sample
202404191203_HC_dbgi_002879_01_01.mzML	dbgi_002879_01_01	sample
202404191203_HC_dbgi_002880_01_01.mzML	dbgi_002880_01_01	sample
202404191203_HC_dbgi_002881_01_01.mzML	dbgi_002881_01_01	sample
202404191203_HC_dbgi_002885_01_01.mzML	dbgi_002885_01_01	sample
202404191203_HC_dbgi_002886_01_01.mzML	dbgi_002886_01_01	sample
202404191203_HC_dbgi_002888_01_01.mzML	dbgi_002888_01_01	sample
202404191203_HC_dbgi_002891_01_01.mzML	dbgi_002891_01_01	sample
202404191203_HC_dbgi_002894_01_01.mzML	dbgi_002894_01_01	sample
202404191203_HC_dbgi_002897_01_01.mzML	dbgi_002897_01_01	sample
202404191203_HC_dbgi_002898_01_01.mzML	dbgi_002898_01_01	sample
202404191203_HC_dbgi_002900_01_01.mzML	dbgi_002900_01_01	sample
202404191203_HC_dbgi_002901_01_01.mzML	dbgi_002901_01_01	sample
202404191203_HC_dbgi_002906_01_01.mzML	dbgi_002906_01_01	sample
202404191203_HC_dbgi_002915_01_01.mzML	dbgi_002915_01_01	sample
202404191203_HC_dbgi_002917_01_01.mzML	dbgi_002917_01_01	sample
202404191203_HC_dbgi_002919_02_01.mzML	dbgi_002919_02_01	sample
202404191203_HC_dbgi_002924_01_01.mzML	dbgi_002924_01_01	sample
202404191203_HC_dbgi_002928_02_01.mzML	dbgi_002928_02_01	sample
202404191203_HC_dbgi_002932_01_01.mzML	dbgi_002932_01_01	sample
202404191203_HC_dbgi_002933_01_01.mzML	dbgi_002933_01_01	sample
202404191203_HC_dbgi_002938_01_01.mzML	dbgi_002938_01_01	sample
202404191203_HC_dbgi_002940_01_01.mzML	dbgi_002940_01_01	sample
202404191203_HC_dbgi_002942_01_01.mzML	dbgi_002942_01_01	sample
202404191203_HC_dbgi_002943_01_01.mzML	dbgi_002943_01_01	sample
202404191203_HC_dbgi_002944_01_01.mzML	dbgi_002944_01_01	sample
202404191203_HC_dbgi_002947_01_01.mzML	dbgi_002947_01_01	sample
202404191203_HC_dbgi_002952_01_01.mzML	dbgi_002952_01_01	sample
202404191203_HC_dbgi_002958_01_01.mzML	dbgi_002958_01_01	sample
202404191203_HC_dbgi_002963_01_01.mzML	dbgi_002963_01_01	sample
202404191203_HC_dbgi_002963_02_01.mzML	dbgi_002963_02_01	sample
202404191203_HC_dbgi_002964_01_01.mzML	dbgi_002964_01_01	sample
202404191203_HC_dbgi_002974_01_01.mzML	dbgi_002974_01_01	sample
202404191203_HC_dbgi_002978_01_01.mzML	dbgi_002978_01_01	sample
202404191203_HC_dbgi_002979_01_01.mzML	dbgi_002979_01_01	sample
202404191203_HC_dbgi_002983_01_01.mzML	dbgi_002983_01_01	sample
202404191203_HC_dbgi_002987_01_01.mzML	dbgi_002987_01_01	sample
202404191203_HC_dbgi_002992_01_01.mzML	dbgi_002992_01_01	sample
202404191203_HC_dbgi_002997_01_01.mzML	dbgi_002997_01_01	sample
202404191203_HC_dbgi_003003_01_01.mzML	dbgi_003003_01_01	sample
202404191203_HC_dbgi_003007_01_01.mzML	dbgi_003007_01_01	sample
202404191203_HC_dbgi_003012_01_01.mzML	dbgi_003012_01_01	sample
202404191203_HC_dbgi_003022_01_01.mzML	dbgi_003022_01_01	sample
202404191203_HC_dbgi_003023_01_01.mzML	dbgi_003023_01_01	sample
202404191203_HC_dbgi_003032_01_01.mzML	dbgi_003032_01_01	sample
202404191203_HC_dbgi_003038_01_01.mzML	dbgi_003038_01_01	sample
202404191203_HC_dbgi_003042_01_01.mzML	dbgi_003042_01_01	sample
202404191203_HC_dbgi_003052_01_01.mzML	dbgi_003052_01_01	sample
202404191203_HC_dbgi_003062_01_01.mzML	dbgi_003062_01_01	sample
202404191203_HC_dbgi_003063_01_01.mzML	dbgi_003063_01_01	sample
202404191203_HC_dbgi_003069_01_01.mzML	dbgi_003069_01_01	sample
202404191203_HC_dbgi_003075_01_01.mzML	dbgi_003075_01_01	sample
202404191203_HC_dbgi_003080_01_01.mzML	dbgi_003080_01_01	sample
202404191203_HC_dbgi_003083_01_01.mzML	dbgi_003083_01_01	sample
202404191203_HC_dbgi_003086_01_01.mzML	dbgi_003086_01_01	sample
202404191203_HC_dbgi_003098_01_01.mzML	dbgi_003098_01_01	sample
202404191203_HC_dbgi_003100_01_01.mzML	dbgi_003100_01_01	sample
202404191203_HC_dbgi_003103_01_01.mzML	dbgi_003103_01_01	sample
202404191203_HC_dbgi_003108_01_01.mzML	dbgi_003108_01_01	sample
202404191203_HC_dbgi_003109_01_01.mzML	dbgi_003109_01_01	sample
202404191203_HC_dbgi_003110_01_01.mzML	dbgi_003110_01_01	sample
202404191203_HC_dbgi_003114_01_01.mzML	dbgi_003114_01_01	sample
202404191203_HC_dbgi_003115_01_01.mzML	dbgi_003115_01_01	sample
202404191203_HC_dbgi_003116_01_01.mzML	dbgi_003116_01_01	sample
202404191203_HC_dbgi_003121_01_01.mzML	dbgi_003121_01_01	sample
202404191203_HC_dbgi_003122_01_01.mzML	dbgi_003122_01_01	sample
202404191203_HC_dbgi_003123_01_01.mzML	dbgi_003123_01_01	sample
202404191203_HC_dbgi_003124_01_01.mzML	dbgi_003124_01_01	sample
202404191203_HC_dbgi_003125_01_01.mzML	dbgi_003125_01_01	sample
202404191203_HC_dbgi_003126_01_01.mzML	dbgi_003126_01_01	sample
202404191203_HC_dbgi_003130_01_01.mzML	dbgi_003130_01_01	sample
202404191203_HC_dbgi_003133_01_01.mzML	dbgi_003133_01_01	sample
202404191203_HC_dbgi_003134_01_01.mzML	dbgi_003134_01_01	sample
202404191203_HC_dbgi_003135_01_01.mzML	dbgi_003135_01_01	sample
202404191203_HC_dbgi_003139_01_01.mzML	dbgi_003139_01_01	sample
202404191203_HC_dbgi_003142_01_01.mzML	dbgi_003142_01_01	sample
202404191203_HC_dbgi_003143_01_01.mzML	dbgi_003143_01_01	sample
202404191203_HC_dbgi_003144_01_01.mzML	dbgi_003144_01_01	sample
202404191203_HC_dbgi_003152_01_01.mzML	dbgi_003152_01_01	sample
202404191203_HC_dbgi_003157_01_01.mzML	dbgi_003157_01_01	sample
202404191203_HC_dbgi_003162_01_01.mzML	dbgi_003162_01_01	sample
202404191203_HC_dbgi_003167_01_01.mzML	dbgi_003167_01_01	sample
202404191203_HC_dbgi_003192_01_01.mzML	dbgi_003192_01_01	sample
202404191203_HC_dbgi_003202_01_01.mzML	dbgi_003202_01_01	sample
202404191203_HC_dbgi_003212_01_01.mzML	dbgi_003212_01_01	sample
202404191203_HC_dbgi_003217_01_01.mzML	dbgi_003217_01_01	sample
202404191203_HC_dbgi_batch_blk_000008_01.mzML	dbgi_batch_blk_000008_01	blank
202404241651_EB_dbgi_003163_01_01.mzML	dbgi_003163_01_01	sample
202404241651_EB_dbgi_003169_01_02.mzML	dbgi_003169_01_02	sample
202404241651_EB_dbgi_003173_01_01.mzML	dbgi_003173_01_01	sample
202404241651_EB_dbgi_003186_01_01.mzML	dbgi_003186_01_01	sample
202404241651_EB_dbgi_003190_01_01.mzML	dbgi_003190_01_01	sample
202404241651_EB_dbgi_003194_02_01.mzML	dbgi_003194_02_01	sample
202404241651_EB_dbgi_003200_01_01.mzML	dbgi_003200_01_01	sample
202404241651_EB_dbgi_003206_01_01.mzML	dbgi_003206_01_01	sample
202404241651_EB_dbgi_003210_02_01.mzML	dbgi_003210_02_01	sample
202404241731_EB_dbgi_003208_01_01.mzML	dbgi_003208_01_01	sample
202404241731_EB_dbgi_003208_02_01.mzML	dbgi_003208_02_01	sample
202404241731_EB_dbgi_003224_01_02.mzML	dbgi_003224_01_02	sample
202404241731_EB_dbgi_003224_02_01.mzML	dbgi_003224_02_01	sample
202405081555_EB_dbgi_001192_01_01.mzML	dbgi_001192_01_01	sample
202405081555_EB_dbgi_001197_01_01.mzML	dbgi_001197_01_01	sample
202405081555_EB_dbgi_001219_01_01.mzML	dbgi_001219_01_01	sample
202405081555_EB_dbgi_001751_01_01.mzML	dbgi_001751_01_01	sample
202405081555_EB_dbgi_001758_01_01.mzML	dbgi_001758_01_01	sample
202405081555_EB_dbgi_001759_01_01.mzML	dbgi_001759_01_01	sample
202405081555_EB_dbgi_001765_01_01.mzML	dbgi_001765_01_01	sample
202405081555_EB_dbgi_001771_01_01.mzML	dbgi_001771_01_01	sample
202405081555_EB_dbgi_001779_01_01.mzML	dbgi_001779_01_01	sample
202405081555_EB_dbgi_001784_01_01.mzML	dbgi_001784_01_01	sample
202405081555_EB_dbgi_001790_01_01.mzML	dbgi_001790_01_01	sample
202405081555_EB_dbgi_001795_01_01.mzML	dbgi_001795_01_01	sample
202405081555_EB_dbgi_001801_01_01.mzML	dbgi_001801_01_01	sample
202405081555_EB_dbgi_001802_01_01.mzML	dbgi_001802_01_01	sample
202405081555_EB_dbgi_001807_01_01.mzML	dbgi_001807_01_01	sample
202405081555_EB_dbgi_001813_01_01.mzML	dbgi_001813_01_01	sample
202405081555_EB_dbgi_001816_01_01.mzML	dbgi_001816_01_01	sample
202405081555_EB_dbgi_001817_01_01.mzML	dbgi_001817_01_01	sample
202405081555_EB_dbgi_001818_01_01.mzML	dbgi_001818_01_01	sample
202405081555_EB_dbgi_001819_01_01.mzML	dbgi_001819_01_01	sample
202405081555_EB_dbgi_001820_01_01.mzML	dbgi_001820_01_01	sample
202405081555_EB_dbgi_001821_01_01.mzML	dbgi_001821_01_01	sample
202405081555_EB_dbgi_001831_01_01.mzML	dbgi_001831_01_01	sample
202405081555_EB_dbgi_001833_01_01.mzML	dbgi_001833_01_01	sample
202405081555_EB_dbgi_001834_01_01.mzML	dbgi_001834_01_01	sample
202405081555_EB_dbgi_001835_01_01.mzML	dbgi_001835_01_01	sample
202405081555_EB_dbgi_001839_01_01.mzML	dbgi_001839_01_01	sample
202405081555_EB_dbgi_001840_01_01.mzML	dbgi_001840_01_01	sample
202405081555_EB_dbgi_001843_01_01.mzML	dbgi_001843_01_01	sample
202405081555_EB_dbgi_001847_01_01.mzML	dbgi_001847_01_01	sample
202405081555_EB_dbgi_001849_01_01.mzML	dbgi_001849_01_01	sample
202405081555_EB_dbgi_001852_01_01.mzML	dbgi_001852_01_01	sample
202405081555_EB_dbgi_001856_01_01.mzML	dbgi_001856_01_01	sample
202405081555_EB_dbgi_001864_01_01.mzML	dbgi_001864_01_01	sample
202405081555_EB_dbgi_001878_01_01.mzML	dbgi_001878_01_01	sample
202405081555_EB_dbgi_001879_01_01.mzML	dbgi_001879_01_01	sample
202405081555_EB_dbgi_001881_01_01.mzML	dbgi_001881_01_01	sample
202405081555_EB_dbgi_001887_01_01.mzML	dbgi_001887_01_01	sample
202405081555_EB_dbgi_001901_01_01.mzML	dbgi_001901_01_01	sample
202405081555_EB_dbgi_001904_01_01.mzML	dbgi_001904_01_01	sample
202405081555_EB_dbgi_001913_01_01.mzML	dbgi_001913_01_01	sample
202405081555_EB_dbgi_001918_01_01.mzML	dbgi_001918_01_01	sample
202405081555_EB_dbgi_001919_01_01.mzML	dbgi_001919_01_01	sample
202405081555_EB_dbgi_001920_01_01.mzML	dbgi_001920_01_01	sample
202405081555_EB_dbgi_001926_01_01.mzML	dbgi_001926_01_01	sample
202405081555_EB_dbgi_001934_01_01.mzML	dbgi_001934_01_01	sample
202405081555_EB_dbgi_001936_01_01.mzML	dbgi_001936_01_01	sample
202405081555_EB_dbgi_002251_01_01.mzML	dbgi_002251_01_01	sample
202405081555_EB_dbgi_002258_01_01.mzML	dbgi_002258_01_01	sample
202405081555_EB_dbgi_002264_01_01.mzML	dbgi_002264_01_01	sample
202405081555_EB_dbgi_002271_01_01.mzML	dbgi_002271_01_01	sample
202405081555_EB_dbgi_002278_01_01.mzML	dbgi_002278_01_01	sample
202405081555_EB_dbgi_002280_01_01.mzML	dbgi_002280_01_01	sample
202405081555_EB_dbgi_002313_01_01.mzML	dbgi_002313_01_01	sample
202405081555_EB_dbgi_002339_01_01.mzML	dbgi_002339_01_01	sample
202405081555_EB_dbgi_002354_01_01.mzML	dbgi_002354_01_01	sample
202405081555_EB_dbgi_002355_01_01.mzML	dbgi_002355_01_01	sample
202405081555_EB_dbgi_002360_01_01.mzML	dbgi_002360_01_01	sample
202405081555_EB_dbgi_002363_01_01.mzML	dbgi_002363_01_01	sample
202405081555_EB_dbgi_002370_01_01.mzML	dbgi_002370_01_01	sample
202405081555_EB_dbgi_002382_01_01.mzML	dbgi_002382_01_01	sample
202405081555_EB_dbgi_002383_01_01.mzML	dbgi_002383_01_01	sample
202405081555_EB_dbgi_002387_01_01.mzML	dbgi_002387_01_01	sample
202405081555_EB_dbgi_002393_01_01.mzML	dbgi_002393_01_01	sample
202405081555_EB_dbgi_002394_01_01.mzML	dbgi_002394_01_01	sample
202405081555_EB_dbgi_002445_01_01.mzML	dbgi_002445_01_01	sample
202405081555_EB_dbgi_002448_01_01.mzML	dbgi_002448_01_01	sample
202405081555_EB_dbgi_002453_01_01.mzML	dbgi_002453_01_01	sample
202405081555_EB_dbgi_002457_01_01.mzML	dbgi_002457_01_01	sample
202405081555_EB_dbgi_002458_01_01.mzML	dbgi_002458_01_01	sample
202405081555_EB_dbgi_002462_01_01.mzML	dbgi_002462_01_01	sample
202405081555_EB_dbgi_002464_01_01.mzML	dbgi_002464_01_01	sample
202405081555_EB_dbgi_002465_01_01.mzML	dbgi_002465_01_01	sample
202405081555_EB_dbgi_002479_01_01.mzML	dbgi_002479_01_01	sample
202405081555_EB_dbgi_002503_01_01.mzML	dbgi_002503_01_01	sample
202405081555_EB_dbgi_002538_01_01.mzML	dbgi_002538_01_01	sample
202405081555_EB_dbgi_002539_01_01.mzML	dbgi_002539_01_01	sample
202405081555_EB_dbgi_002544_01_01.mzML	dbgi_002544_01_01	sample
202405081555_EB_dbgi_002546_01_01.mzML	dbgi_002546_01_01	sample
202405081555_EB_dbgi_002551_01_01.mzML	dbgi_002551_01_01	sample
202405081555_EB_dbgi_002554_01_01.mzML	dbgi_002554_01_01	sample
202405081555_EB_dbgi_002555_01_01.mzML	dbgi_002555_01_01	sample
202405081555_EB_dbgi_002561_01_01.mzML	dbgi_002561_01_01	sample
202405081555_EB_dbgi_002567_01_01.mzML	dbgi_002567_01_01	sample
202405081555_EB_dbgi_002568_01_01.mzML	dbgi_002568_01_01	sample
202405081555_EB_dbgi_002575_01_01.mzML	dbgi_002575_01_01	sample
202405081555_EB_dbgi_002577_01_01.mzML	dbgi_002577_01_01	sample
202405081555_EB_dbgi_002577_01_02.mzML	dbgi_002577_01_02	sample
202405081555_EB_dbgi_002577_01_03.mzML	dbgi_002577_01_03	sample
202405081555_EB_dbgi_002580_01_01.mzML	dbgi_002580_01_01	sample
202405081555_EB_dbgi_002581_01_01.mzML	dbgi_002581_01_01	sample
202405081555_EB_dbgi_002590_01_01.mzML	dbgi_002590_01_01	sample
202405081555_EB_dbgi_002594_01_01.mzML	dbgi_002594_01_01	sample
202405081555_EB_dbgi_002601_01_01.mzML	dbgi_002601_01_01	sample
202405081555_EB_dbgi_002602_01_01.mzML	dbgi_002602_01_01	sample
202405081555_EB_dbgi_002609_01_01.mzML	dbgi_002609_01_01	sample
202405081555_EB_dbgi_002610_01_01.mzML	dbgi_002610_01_01	sample
202405081555_EB_dbgi_002619_01_01.mzML	dbgi_002619_01_01	sample
202405081555_EB_dbgi_002621_01_01.mzML	dbgi_002621_01_01	sample
202405081555_EB_dbgi_002627_01_01.mzML	dbgi_002627_01_01	sample
202405081555_EB_dbgi_002633_01_01.mzML	dbgi_002633_01_01	sample
202405081555_EB_dbgi_002640_01_01.mzML	dbgi_002640_01_01	sample
202405081555_EB_dbgi_002644_01_01.mzML	dbgi_002644_01_01	sample
202405081555_EB_dbgi_002647_01_01.mzML	dbgi_002647_01_01	sample
202405081555_EB_dbgi_002662_01_01.mzML	dbgi_002662_01_01	sample
202405081555_EB_dbgi_002669_01_01.mzML	dbgi_002669_01_01	sample
202405081555_EB_dbgi_002674_01_01.mzML	dbgi_002674_01_01	sample
202405081555_EB_dbgi_002680_01_01.mzML	dbgi_002680_01_01	sample
202405081555_EB_dbgi_002686_01_01.mzML	dbgi_002686_01_01	sample
202405081555_EB_dbgi_002688_01_01.mzML	dbgi_002688_01_01	sample
202405081555_EB_dbgi_002701_01_01.mzML	dbgi_002701_01_01	sample
202405081555_EB_dbgi_002705_01_01.mzML	dbgi_002705_01_01	sample
202405081555_EB_dbgi_002706_01_01.mzML	dbgi_002706_01_01	sample
202405081555_EB_dbgi_002708_01_01.mzML	dbgi_002708_01_01	sample
202405081555_EB_dbgi_002716_01_01.mzML	dbgi_002716_01_01	sample
202405081555_EB_dbgi_002718_01_01.mzML	dbgi_002718_01_01	sample
202405081555_EB_dbgi_002719_01_01.mzML	dbgi_002719_01_01	sample
202405081555_EB_dbgi_002721_01_01.mzML	dbgi_002721_01_01	sample
202405081555_EB_dbgi_002726_01_01.mzML	dbgi_002726_01_01	sample
202405081555_EB_dbgi_002738_01_01.mzML	dbgi_002738_01_01	sample
202405081555_EB_dbgi_002742_01_01.mzML	dbgi_002742_01_01	sample
202405081555_EB_dbgi_002745_01_01.mzML	dbgi_002745_01_01	sample
202405081555_EB_dbgi_002746_01_01.mzML	dbgi_002746_01_01	sample
202405081555_EB_dbgi_002893_01_01.mzML	dbgi_002893_01_01	sample
202405081555_EB_dbgi_002909_01_01.mzML	dbgi_002909_01_01	sample
202405081555_EB_dbgi_002929_01_01.mzML	dbgi_002929_01_01	sample
202405081555_EB_dbgi_002934_01_01.mzML	dbgi_002934_01_01	sample
202405081555_EB_dbgi_002935_01_01.mzML	dbgi_002935_01_01	sample
202405081555_EB_dbgi_002954_01_01.mzML	dbgi_002954_01_01	sample
202405081555_EB_dbgi_002955_01_01.mzML	dbgi_002955_01_01	sample
202405081555_EB_dbgi_002960_01_01.mzML	dbgi_002960_01_01	sample
202405081555_EB_dbgi_002965_01_01.mzML	dbgi_002965_01_01	sample
202405081555_EB_dbgi_002971_01_01.mzML	dbgi_002971_01_01	sample
202405081555_EB_dbgi_002981_01_01.mzML	dbgi_002981_01_01	sample
202405081555_EB_dbgi_002988_01_01.mzML	dbgi_002988_01_01	sample
202405081555_EB_dbgi_002994_01_01.mzML	dbgi_002994_01_01	sample
