cluster index	parent mass	RTMean
522	318.1547354935456	1.8078161
523	244.15439332645383	1.8095682
524	317.0998154093826	1.8162426
525	317.1232558087533	1.8172822
526	166.0863308845435	1.8255398
527	324.2016676557324	1.825783
528	346.1134157666076	1.8265495
529	351.06856277536394	1.8265495
530	367.0428190966457	1.8265495
531	381.07941487137737	1.8265495
532	355.0792246447722	1.8266792
533	362.1808193939089	1.8266792
534	147.04411078512405	1.8271761
535	242.1499262814065	1.82939
536	327.04783804390013	1.8294938
537	301.1257993467608	1.832877
538	298.1497569153029	1.8346648
539	339.1050075509265	1.8351738
540	360.16581261219585	1.8365867
541	259.1289577918764	1.83694
542	281.1107744361952	1.83694
543	297.0849738513219	1.83694
544	448.1813246887973	1.8371229
545	469.1107928453158	1.8371229
546	332.1340041121621	1.8392729
547	334.1496815293057	1.8405616
548	137.05977029563283	1.8410462
549	180.08664069756458	1.8410462
550	401.0753264543174	1.8410462
551	347.1677299112323	1.844832
552	363.14148253879614	1.844832
553	501.1604806821709	1.844832
554	250.14375976589685	1.8467329
555	268.1543243990369	1.8467329
556	388.08740022421085	1.8478036
557	346.1973205941382	1.8505573
558	303.1058621637597	1.8545189
559	289.07076699505853	1.8622433
560	482.12948659094855	1.8625853
561	235.1441347234907	1.8637193
562	337.08923005709346	1.863812
563	353.0632646841623	1.863812
564	127.03915549680848	1.8727847
565	289.09176813237923	1.8727847
566	435.1499593333837	1.8727847
567	457.1317855768133	1.8727847
568	473.1057816578504	1.8727847
569	628.2348666916436	1.8754916
570	180.10194801645795	1.8795732
571	502.11945363664455	1.8810191
572	330.0819826957376	1.8871391
573	314.12346548317987	1.8925323
574	331.15023790985555	1.8925323
575	336.10530385482974	1.8925323
576	352.07932414916814	1.8925323
577	865.1975514945991	1.894091
578	123.04435475184556	1.8942271
579	141.05470053455457	1.8942271
580	193.049697190501	1.8942271
581	211.0602239984649	1.8942271
582	390.1397077687576	1.8942271
583	395.09507040504434	1.8942271
584	411.0689545148576	1.8942271
585	418.1708525968348	1.8942271
586	282.1699502010134	1.8962326
587	397.1106048516443	1.8967716
588	413.0843694979986	1.8967716
589	305.0997129207716	1.9003974
590	186.14893011367388	1.9007826
591	364.1367501777805	1.9007984
592	387.2126459777559	1.9007984
593	527.1375030485831	1.9019188
594	543.1112626524537	1.9019188
595	380.1107141010091	1.9021435
596	359.0740735031544	1.9033263
597	577.1342536723768	1.9033263
598	522.1820046157984	1.903341
599	203.05263249536725	1.9081663
600	301.125822857752	1.912524
601	317.0999113232706	1.912524
602	289.12576712078203	1.912865
603	242.1499566278452	1.9134268
604	163.03902093312556	1.916097
605	381.07945681543407	1.9161111
606	476.2280093050618	1.9182892
607	192.1019537717334	1.9189179
608	353.0867250719139	1.9233338
609	370.11332879706936	1.9250548
610	300.15943879490675	1.9253681
611	355.1022165450252	1.9268299
612	213.07577886636275	1.9268516
613	301.03425387342145	1.9306484
614	465.103000614646	1.9306484
615	627.1557057678039	1.9306484
616	789.2085083044459	1.9306484
617	811.1900074275326	1.9306484
618	827.1639554137201	1.9306484
619	319.1155652311979	1.9311271
620	377.08437944004	1.9316074
621	181.0495384052901	1.9346427
622	393.0584451900204	1.9346427
623	168.13835327711777	1.9355803
624	391.04254180792014	1.935657
625	375.06871832221	1.9357982
626	398.1446993576411	1.9359393
627	358.1649397306895	1.9450537
628	169.04960275509367	1.947529
629	379.063618778598	1.9523447
630	147.04410813993837	1.9545243
631	385.1469071319505	1.9559462
632	401.12085832336425	1.9559462
633	353.06325969077835	1.9563506
634	365.1055084405037	1.9571878
635	433.1682681873051	1.9592289
636	411.06905773448005	1.9596391
637	383.0739985641296	1.963191
638	332.13403845022646	1.96554
639	373.18332504177295	1.9682798
640	374.1235944073694	1.9694341
641	336.1053863782444	1.9700902
642	352.0794202363653	1.9700902
643	359.181224240984	1.9700902
644	178.08632316783508	1.9785299
645	259.1288626446142	1.9806619
646	518.1507116195565	1.9815626
647	339.10489554561246	1.9845241
648	374.108281582039	1.9927914
649	303.1414935429899	1.9935288
650	301.12636993208093	1.9965272
651	243.08636563732773	2.0010684
652	427.12127126539934	2.0010684
653	480.1713004634769	2.0015836
654	146.1176509202881	2.0042121
655	334.14964877023664	2.006686
656	298.14387791869945	2.0105157
657	176.10706765952236	2.0155125
658	193.1337000255445	2.0155125
659	389.1784119508277	2.0169303
660	205.09723304218264	2.018798
661	439.1235906924003	2.019221
662	360.1289683847892	2.0196583
663	188.0706528219829	2.0198936
664	165.09114088271215	2.0207193
665	449.1080043093525	2.0225391
666	462.2122683515545	2.0245328
667	802.1096294604049	2.0252028
668	381.0581228011182	2.025342
669	272.1281385303389	2.0267968
670	365.0844366575717	2.027647
671	388.16011448851214	2.031484
672	163.03900244908624	2.0319324
673	361.12659784689856	2.032064
674	181.04954787035555	2.0329025
675	344.1494768761627	2.033698
676	345.1520770448932	2.034493
677	235.1441571003121	2.035979
678	343.10260278356384	2.0361948
679	392.1314942633828	2.037871
680	408.1055861245582	2.037871
681	284.20678473678964	2.0404577
682	291.08631540445884	2.0463076
683	256.1754547709227	2.046944
684	726.2239157066681	2.0493636
685	478.2073413990095	2.049421
686	453.1392991926637	2.0507522
687	135.10171022101818	2.05124
688	265.15469217133244	2.0521579
689	368.2279735146318	2.0528638
690	178.08626625298243	2.0566752
691	354.0975814302325	2.0566752
692	356.11307400593114	2.0566752
693	376.0789054199962	2.0566752
694	378.0947330535191	2.0566752
695	392.0529367410605	2.0566752
696	394.0690099231513	2.0566752
697	711.2184309530486	2.0566752
698	733.200197499982	2.0566752
699	466.2073388389596	2.0569227
700	303.11052781505595	2.060063
701	346.18576510751336	2.0633345
702	385.0804242814834	2.067501
703	355.1019301927624	2.068404
704	341.08614287390253	2.0731764
705	185.04448964288608	2.0765238
706	364.12389050352806	2.0765238
707	369.0791464683392	2.0765238
708	323.1100988144237	2.080474
709	339.0842129878565	2.0823617
710	379.0636005158337	2.085875
711	354.17592755057103	2.085889
712	318.15480746720925	2.0861824
713	328.15460876147245	2.0885928
714	579.1501379250035	2.0934443
715	330.170069484574	2.094204
716	519.0746467852771	2.0956945
717	476.1917014633569	2.0961702
718	137.0597845817011	2.0975394
719	441.1007688833511	2.0975394
720	479.08221885626574	2.1049905
721	497.0928104762271	2.1049905
722	514.1196190612919	2.1049905
723	301.12577066028905	2.1052969
724	317.0997262151375	2.1052969
725	306.16992020879644	2.1075382
726	193.0496301495059	2.112915
727	211.06013262263576	2.112915
728	390.13958610334055	2.112915
729	395.0949530708572	2.112915
730	411.0688766108216	2.112915
731	418.1708838144157	2.112915
732	342.1758014308285	2.1188922
733	347.13132934577254	2.1188922
734	307.16859584484746	2.1214933
735	365.1053238023892	2.1226432
736	297.0605201838397	2.126426
737	314.0869920639664	2.126426
738	321.0580960542288	2.126426
739	337.0320883512199	2.1274683
740	342.11833987673185	2.1274683
741	388.1600113825221	2.1274683
742	502.11947996319145	2.1277778
743	181.04950801344805	2.1323004
744	163.03896755351698	2.1324093
745	228.15947561982287	2.1333137
746	951.2399277454156	2.1333137
747	365.0843670080678	2.1352925
748	492.2228860159455	2.1354046
749	299.076238695282	2.1386697
750	302.12342308190864	2.1389556
751	325.09189012922	2.1399376
752	579.1499953427108	2.1405344
753	147.04410784198305	2.1433673
754	331.1386803587896	2.1539688
755	341.08659388091155	2.1608348
756	200.1645912389022	2.161164
757	499.142314562431	2.1627936
758	465.1029972657613	2.1628513
759	289.07068244126594	2.163237
760	577.134405663827	2.163237
761	401.17824062974535	2.163948
762	314.1960937027856	2.1642683
763	627.1556634422863	2.164703
764	804.1255338640619	2.1665254
765	300.15947303001275	2.1697361
766	322.14122675120524	2.1697361
767	338.1150823894711	2.1697361
768	445.146938670164	2.1754372
769	468.22290037305487	2.1754372
770	261.1444849255631	2.1781478
771	387.1626688386384	2.1841035
772	322.164901826033	2.1852303
773	374.15992037388577	2.1860929
774	367.0791296094073	2.186342
775	190.0498969515471	2.188842
776	265.15470159150016	2.1924489
777	147.04415789012396	2.1982377
778	165.05467727651055	2.1982377
779	360.1290770588657	2.1984177
780	351.1051483436157	2.1985855
781	231.1703774466343	2.2012346
782	379.0635794183116	2.2045932
783	256.1155418224159	2.2047372
784	207.1492906525021	2.2078612
785	406.1709694592025	2.2078612
786	346.1495965755544	2.2089193
787	374.1082889883212	2.2089953
788	339.10753819920734	2.2098746
789	234.1341679815356	2.211914
790	339.0711342113678	2.2132535
791	357.0818598008213	2.2132535
792	395.0377194218991	2.2132535
793	402.1395356240067	2.2132535
794	305.06557292225	2.2133648
795	248.09173559662275	2.2136831
796	365.0843736026334	2.2154033
797	388.1602528703722	2.2154033
798	401.1207823041081	2.2156858
799	384.1651310499544	2.2216644
800	386.2020391399445	2.2224844
801	361.0892805436005	2.2225564
802	581.1502774128818	2.2236636
803	867.212693785428	2.228489
804	377.0632579768983	2.2289157
805	318.118399004454	2.2374449
806	323.0737419234869	2.2386827
807	641.1347480754885	2.241705
808	326.1389914499242	2.2440236
809	413.0480448702805	2.2455451
810	139.0389461940577	2.246407
811	375.0920608980318	2.248727
812	397.074018719175	2.248727
813	343.1023415246392	2.2487757
814	449.10790761992206	2.2494688
815	464.1762701888705	2.2538524
816	356.1339707782764	2.2541153
817	727.2080403216531	2.2541153
818	627.1556888716079	2.2548745
819	291.0862947600894	2.255
820	181.0495214188283	2.2558887
821	436.1452372768972	2.25628
822	325.09189702159483	2.2579489
823	289.07071353485304	2.25832
824	306.09692406369084	2.25832
825	329.1580322670932	2.259068
826	348.1654742558737	2.259068
827	163.03897899623192	2.259311
828	328.15468742702325	2.2595527
829	353.08737825172744	2.2598684
830	331.17346289886177	2.2598746
831	144.08090835548705	2.2612307
832	334.128359583635	2.2618067
833	350.1364856836364	2.2624748
834	292.0892493962673	2.2630556
835	123.04392013106968	2.2631207
836	290.0739986014892	2.2631207
837	265.154675416609	2.2660139
838	330.1702893719286	2.266483
839	393.0583116053056	2.2666318
840	400.1603731447702	2.2666318
841	377.08437001944975	2.2675533
842	311.05217893881905	2.2681727
843	327.0258450613976	2.2681727
844	200.16466329591373	2.268482
845	355.1024102524963	2.2684877
846	655.3019904083019	2.268482
847	342.1337301009703	2.2728314
848	169.04966298865372	2.2730238
849	365.10523223467936	2.2743993
850	773.2138897027239	2.2761421
851	209.1384032213171	2.2782395
852	214.10741468618264	2.2788095
853	337.1871332023932	2.2805772
854	360.1839225941358	2.2805772
855	710.2294490229872	2.2829807
856	356.1493135187679	2.2848961
857	193.0495147506693	2.2850118
858	362.1445407840164	2.285108
859	536.1976619243334	2.285422
860	541.1530035317431	2.285422
861	557.1268568060364	2.285422
862	283.1751120038357	2.2855067
863	177.0546664775186	2.288361
864	225.07580924389825	2.2890594
865	404.15530098254254	2.2890594
866	409.1106359024282	2.2890594
867	362.1809985302881	2.2902434
868	367.1364687388823	2.2902434
869	390.2123339711853	2.2902434
870	306.1699470863449	2.2925067
871	595.1659877024226	2.295874
872	168.1384134104933	2.3003237
873	370.12862141481713	2.3003237
874	316.1550515798254	2.301416
875	360.12883877510967	2.3016353
876	370.207146847302	2.3041885
877	307.1766372457409	2.3046753
878	147.04412799291214	2.3082986
879	346.1651571824189	2.3090947
880	450.19715803626224	2.3097365
881	339.1079044700324	2.3136432
882	373.20498580765417	2.3190746
883	341.08674577346835	2.320726
